	tweet	class
13067	manager retarded bruh always asking siri spellings 128514128514128514 nigga dum af doe	1
13068	managers stupid cunt yes said	0
13069	mentions amp tl moving fast af sorry im flooding yo shit im lowkey tryna get hoe yall	1
13070	mf dawggg 128175128175128175128584128584 miss hoe man httptco6nokkwikrl	1
13071	mom bitches much	1
13072	mom didnt buy oreos doesnt love	2
13073	mom cunt	1
13074	mom clueless whats going lol like cant trust negros witcha money lmfao whaaaat	1
13075	mom bought bunch new sandles amp chipped toe nails like world war 3 bitch	1
13076	mom seen progress report amp like wtf wit b bitch wtf see 7 128529 tf ungreatful 9995	1
13077	mom told never use word cunt favorite word cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt	1
13078	mom wants buy zebra like reals	2
13079	moms fucking cunt dude	1
13080	moms younger brothers gon na come disrespect mom amp call bitch amp cousins gon na tell mom stfu wth	1
13081	momma keep talking like bitch gtf im twitter	1
13082	moms worse bitch like ugh cant stand hoe	1
13083	mother even bitched bitch ass ctfu	1
13084	name bryanna find 1bree_bree im baddest bitch youll meet everybody wants me128514128514128514999665039999665039	1
13085	neice getting big ready punch sum bitches lol httptcolrydtd5mqb	1
13086	neighbors sick wake um nigger music ctfu	0
13087	neighbors hate cuz smoke weed blast ghetto music room	1
13088	nephew albino albinos astigmatisms eye spasms partial blindness faults	2
13089	nephew keeps tryna kiss im like bitch got zero followers dismiss	1
13090	new bitch eat dick like bratwurst	1
13091	new bitch finer mf dont understand shit say 128585	1
13092	nicca elijahfnbaby swear see madden lol	2
13093	nicca drake gear game bad lol	2
13094	nicca tip cant act shit takers	1
13095	niccas sum spooky shit hide n cut pop n drop bitch	1
13096	niccas real fa streets rip ike free nwax httptco0a2dy3vzkm	1
13097	nig im_me_mi oneshadowlove yes black people live wisconsin lmao 80sbaby4lifeshock da shit learnsomethingeveryday	1
13098	nig todd gurley beast	1
13099	nig talking bout gon na halloween since july excited	1
13100	nig jus found girl fuckin anotha nig meets wit dis nigga	1
13101	nig jus said aint nuttin worse den fat loud hoetru fuckin story	0
13102	nig kkeldalegend took good old new orleans soul food httptcovcbkacqbhv	2
13103	nig said dont see differences pornos monster ball face 128551	1
13104	nigga bolin nothing win bitches breh	1
13105	nigga calls fat bitches 8221 porkers8221 lmao	1
13106	nigga dmd bitch said ur eyes beautiful melt lmaoooo nigga thought reading romantic comedy movie script	1
13107	nigga got hanging fat catfish bitch smh	1
13108	nigga mister meaner hope back bitch	1
13109	nigga stiff bitch even stiffer 128175128107128143128074 128175	1
13110	nigga drinking gatorade like dumass hot lol bitch drink water	1
13111	niggah	1
13112	niggah slept perfect	1
13113	niggah waiting weekend take shits 128553128514	1
13114	niggah niggah	1
13115	niggah watch awake till 5	1
13116	niggas bigger bouncer roll bitch still smell like ounce	1
13117	nigguh	1
13118	nigguh naturally forever fly	1
13119	nips cold 128563	2
13120	nudes trash	2
13121	partna mississippi told 2weeks ago got 2 weeks fuck ok hoes 2014 im stepping game 128514128514128514	1
13122	phone acting retarded	1
13123	phone finally back bitches textnow	1
13124	phone 10 fml still got ta get yellow sign lol motivation lol btw zoomed 2x lol httptcolayvbieiml	2
13125	pits stankin doin dem flows hard ol colored body da heat dem white women pushy day want dare flows fixed	2
13126	playlist goes something like smoke tracks niggas reggaetonbachata bitches slow jams lucky lady	1
13127	po heart still beatin fast da way dat nigger scream dat microphone felt like da welfare office cut da line	1
13128	problem got strong idgaf attitude ion show feelings pussy mfs 128175	1
13129	problem caring bitches amp noggas	1
13130	pussy ass car wont start scared cold	1
13131	pussy popz severely	1
13132	pussy taste like pepsi cola	1
13133	pussy tastes like pepsi cola 127926128527	1
13134	pussy worth 15	1
13135	reaction spoiled white kid says nigga like thug everytime whiggers httptcofzvwc7askw	1
13136	roommate eating obnoxiously wan na fucking slit throat	1
13137	sex game better yo ex niggah	1
13138	shift wont time mean time im go get means tweeting trash	2
13139	side pieces real jobs nigga dont fuck birds	1
13140	sister called chinks asked open ctfu fried	1
13141	sister bitch nephew got first haircut hes bald 128557	1
13142	sister bitch 1285149994 httptcotsjmaq62yb	1
13143	sister bitch dont get way	1
13144	sister said step mom cunt lt3 love sister	1
13145	sister told look like bird past told look like alien	2
13146	sisters bitching school tomorrow like dont 128530 fuck hoe least arent studying right	1
13147	slap bitch sense coming 128530	1
13148	son 9 still issues tying shoes hes barefoot time case wanted know hillbilly status	2
13149	stomach hurt like bitch yoo	1
13150	tail said dropped 20k pay last student loans clams broke nigga u dropped 20k like nothing	1
13151	taste music goes love song pop pussy bitch like 5 seconds	1
13152	teacher always says man ever abused wife using marijuana unless hides oreo cookies deserves	2
13153	teacher called mom cus eating class fucking bitch	1
13154	teacher talm bout would make every senior go da army fa 2yrs 128530 bitch please meat ainnn doin uh damn thang	1
13155	two main wiggas chloetarantino httptcooaybfejh54	1
13156	walmart tees count designer rt stonyxx niggas hoes designer clothes 128557	1
13157	whole goal fuck someone bitch cause turmoil happy relationship 128523	1
13158	wigga rt showysantoro ryan gosling knocked eva mendes swag man fuck	1
13159	wigga httptco1pbgyaow3n	1
13160	worse bitch looks better main bitch thats bad right lol	1
13161	mykel stay wit bad bitches 128514128557128530	1
13162	n im tired hearing wouldnt u ol bitch wouldnt people dont play end	1
13163	n dat bitch sound like man dats ya grandma fucc yu	1
13164	n hoe sooooo ugly like bitch ugly dog like dumb stupid ass ugly like 128514128514128514999665039128129128581128076128080128080	1
13165	na hit butta slide end bitch 128514	1
13166	nba allstar weekend unofficial negro holiday	1
13167	nba handle zebras	2
13168	nevermind found trash	2
13169	new nashville noise lukebryanonline loves burgers dierksbentley honky tonks chrisyoungmusic grabs pizza httptcosccdyhe6ey	2
13170	news flash pay taxes paying everything bitch irs governmentaffairs obamacare httptcod5spvgjxto	1
13171	news flash obama election increase numbers congress stop bullshit already compromise bitches	1
13172	nfc south trash juice	2
13173	njsole sole sauce get soles icy httptcokl5kbdibkh	2
13174	dont haters people dont like get hoe	1
13175	nyc media last week lol look flyover peckerwoods freaking nyc media bring dead	2
13176	na nigguh dont know rock	1
13177	nah primetimelewis really man bg breh nigga got random bitches bar coming like attend university crazy	1
13178	nah electric fairy tale seems cool id rather buy drugs money	2
13179	nah definitely got ta find bitch drive around whip im drunk ty dolla ign tape b right	1
13180	nah mimi bitch	1
13181	nah bitch apples apples apples bitch nawl cuz oranges oranges oranges bitch dumb fuck	1
13182	nah bitch ugly	1
13183	nah fuck bungie aint givng nno drops stingy ass niggas rt caratcutclarity trash destiny aint least 25	1
13184	nah fuck em bitter heat bitches yeiiowbang funny seeing heat bulls fans get along lol	1
13185	nah wus freak got smutted multiple niggas jis cuffed hoe	1
13186	nah yo hoe swung matter fact rt iiak _vinchi3 yu get hoes 128551	1
13187	nah nigga tried set ugliest bitch time club officially aint friends dawg wtf	1
13188	nah nicca wth cheese fries 128530 rt swiper252 vonshayeb get one bring barber sshop 11 please 128525128525128536128536	1
13189	nah nicca light dark ass lol rt swiper252 vonshayeb andi knowww thats baby picture lol	1
13190	nah nicca got gas 128541128514128514128514rt spacejam_teeg vonshayeb 128514128514128514 blowing gas 128548	1
13191	nah hoes dms broke tho	1
13192	nah watch hoes thats jus gettin fucked start tweetin bout make love	1
13193	nah still rt tweets_nochill flat booty bitches asleep yet nah	1
13194	nah overgt people dont tell artists thats defies definition trying show youpeople retards game7	2
13195	naked bitches give bubble baths	1
13196	nannie bitch dont talk hoe ha extra bs ass lilmenifee__ 128514128514128514128553999665039128175128079128581128078	1
13197	naomi campbell rihanna miley cyruscrazy bitches lol	1
13198	nappy chin hairs bitch im mothafuckin q	1
13199	national review calls gay marriage lawlessness httptcoqptreda6yv oregon tcot gop nom lol teabaggers	2
13200	naturally shitty leftist rag talks trash another shitty leftist rag better fall line youre club crw	1
13201	natures majesty beautiful melts butter rt ap photo rare bluecolored red king crab caught alaska waters httptcoia5kfou2b3	2
13202	naughty mature av model sweet pussy spread huge160dick httptcoiggaoog0k7	1
13203	naw im playin fucked bad bitches	1
13204	naw rt bakegriffin one mad espn gon na talking faggot ass penn state week	0
13205	naw bitch aint meek mills httptcowgilmxt0mc	1
13206	naw bitch goin monster lol lyrical maniac	1
13207	naw hoe freeky girl	1
13208	nawwww hoe sittin floor damn couuuuuch128131	1
13209	nd hoes kno im workin wit 9 aint talking bout gun im talking feel ya spine	1
13210	nd yall thought bitches knew accessorize httptcof8ydxkaz	1
13211	need bitch drop niggah	0
13212	need hispanic pussy	1
13213	nelly got hoes singin lol	1
13214	neva trust bitch	1
13215	never put much relationship unless bitch actually puts effort	1
13216	never argue bitch thats bottom food chain 128129	1
13217	never bitch	1
13218	never bring hoes house cause bitches talk	1
13219	never like bitch	1
13220	never gas hoes take ass home	1
13221	never give bitch impression u need	1
13222	never give next bitch opportunity prosper name	1
13223	never go full retard	1
13224	never keep leeches life bitches take give time cut	1
13225	never leave trust bitch	1
13226	never let boy make feel like youre anything less bad bitch	1
13227	never let hoes get started	1
13228	never lettin dat nigguh used twitter phone	1
13229	never messed hoe went jail unless didnt know last name	1
13230	never put nothin pass hoes cause hoes straight ratchet	1
13231	never seen pussy didnt like	1
13232	never seen tinted yellow tongue ate lemon jolly rancher	2
13233	never seen purple bird poop today lol httptco4psdx11uu1	2
13234	never seen yo bitch bet could fuck first day	1
13235	never take bitch stay never keep work lay	1
13236	never tell bitch love	1
13237	never tell bitch u	1
13238	never serious rt c_thaqueen thought finna cruise new bitch 1285531282731282989995 httptcomvcnpytxo8	1
13239	never trust bitch cause bitches fuckin anyone say know faithful bitch got ta get one	1
13240	never trust bitch took nigga 128175	1
13241	never trust nicca volunteers another man info	1
13242	never turned back birds	2
13243	never item psycho bitch	1
13244	neverrr play stupid im far bitches might stupid 128581	1
13245	new timbersfc jersey yellow green chevron stripe like charlie browns jersey	2
13246	new avi bitches weak	1
13247	new bitch already second episode	1
13248	new boss said buttons shirt cant white colored hoes sharpie 128514 glossy	1
13249	new pussy aint always better	1
13250	new show announced lutsen mn papa charlies december 11 2010 httpartistdatacoma2oy4	2
13251	new show announced lutsen mn papa charlies january 29 2011 httpartistdatacoma33ck	2
13252	new song coming ray rice hoe httptcobul6issmfh	1
13253	new strategy get bitches bruno mars	1
13254	new test makes poop neon colored colon cancer 8594 httptcogigzo0ntpd	2
13255	new years ever get bitch loaded gfu 2013 127881 httptco3kkvidm5	1
13256	next sunday faggot leiacatherinexx	1
13257	next bitch fuck im goin spot lol	1
13258	next time u gone call darky niccacall dat coon jungle bunnyboondocks ps httptcoug647wuie4	0
13259	next time leave magic trash jacket try initials written hatupag httptcotfv1cztr	2
13260	nicca dm talkn bout follow instagram lame nicca longer follow twitter wheretheydothatat	1
13261	nicca n dis bitch playin games phone	1
13262	niccas gassing hoes never gone pop smh prolly never gone meet wastedenergy	1
13263	niccas hating nicca jeezy realtalk	1
13264	niccas walking 4 flats catch nicca kno club	1
13265	niccas deerin err weekend bet hit dat dolo dis weekend niccas playin 999665039	1
13266	niccas catchin dem theft 500 charges hereshit ugly guess niccas tryn get fa da holidays 128557128514128514128514128514	1
13267	niccas get dollars start playing roles tryna shit yo niccas instead playing hoes 128530128530	1
13268	niccas use like always tryn pull finesseduh nicca need mine	1
13269	nice base running yankees fucking ponderous	1
13270	nicholas rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted tea leaves spellingbee	2
13271	nick cannon movie 171arigold_88 31 year old bitch texas pretending 15 went high school 6 months187	1
13272	nicki gottem mad fuck tho however credit due cassidy response didnt diss nicki killed lookin ass bitches	1
13273	nicki said fuck skinny bitchesuh oh	1
13274	nigga fire nina like first day job bitch slept	1
13275	nigga got pill poppin bitches backkkk cherokee	1
13276	nigga tyrese walking dead bitch smh	1
13277	nigga dyke rt 2girls1richard rt _ayooteezy melo garbage ass hitting 20k	1
13278	nigga straight gentleman speaks bitch comes funky ass attitude gentleman shit goes window	1
13279	nigga ended going juco messing hoes signed smallest d1s moral story take u get	1
13280	nigga fuck hoe ion want fuck yo hoe fat chick amp bad built 128080	1
13281	nigga fuck aint none shit goin yo niggas rt francoiskilljoy niggas think feeling 128056 bitch niggas 128058	1
13282	nigga getcho bitch treat wan na treated aint triccin 128175	1
13283	nigga gone get room like bitch	1
13284	nigga got lean pong know niggas outta hoe	1
13285	nigga got ta find hoes quick	1
13286	nigga hungry bitch	1
13287	nigga wus graduating rt i_eat_pie wasnt 6th grade 1996 hoe	1
13288	nigga ill take ya main hoe make call home girl make em share dick	1
13289	nigga crackers chase	0
13290	nigga paybacks bitch	1
13291	nigga pee wee bitch	1
13292	nigga retweets trash shit	1
13293	nigga said dates pussy installment plans got ta keep saying get cuz never truly	1
13294	nigga sweating like guilty preacher bitch	1
13295	nigga pussy hope got 9 lives	1
13296	nigga fool 128553 8220bossmanran feel like eatin nd beatin pussy 1285538221	1
13297	nigga made rt htownsnunu nigga made it128588128588vianawf best rider goes blaxican	1
13298	nigga yu bitch made 127797127797	1
13299	nigga bitch scaring pass blunt 128514128514	1
13300	nigga lol idk elway trying snatch everybody rt jwill252 come redskins shitttt go sign revis idk want lls	1
13301	niggah niggah niggah dont believe wacthh	0
13302	niggahs actin like pimps pay bitch 1285141285141285141285149995	1
13303	niggahs need keep bitches check	1
13304	niggahs watch fucking hate bitches	1
13305	niggas buy 700 outfit impress 10 bitch	1
13306	niggas actin like hoes em bitches	0
13307	niggas aint loyal gott bitches stiffer	1
13308	niggas aint worried bout niggas messin wit dey hoes niggas worried boit hoes messin wit dey hoes	1
13309	niggas already acting like bitches get real bitch right hell gone act like pussy rather one shit	1
13310	niggas funny amp karma bitch good morning	1
13311	niggas fucking gay try cancel saying nah bros cool nahhhhhaahahahaha faggot bruh	0
13312	niggas march looking hoes amp im sure	1
13313	niggas bitches hoes bitches ion see difference	1
13314	niggas frontin pussy aint wit	1
13315	niggas loyal pussy call still thirsty fuck like bro go fuck woman amp get hormones lol	1
13316	niggas impregnating basic bitches job dont know drive car money house n wonder miserable	1
13317	niggas feelings find hoe fuckin another nigga stopsavinthesehoes	0
13318	niggas like see side bitch cashin another nigga mikediggem hello mutha fucka	1
13319	niggas pressed pussy aint nothing	1
13320	niggas dehydrated wanted pussy ate everyday rest year would happen	1
13321	niggas tryna fuck next nigga bitch knowing bitch next nigga bitch	1
13322	niggas wanting bitches money broke dirt 128514128514128514128078128078128078999665039	1
13323	niggas cant stand cuz bitches feelin nigga get mad yo called girl	1
13324	niggas cheat bitch dont expect pay back whatsoever yall naive bitches	1
13325	niggas cry get hit high cry get hit low nfl full pussies	1
13326	niggas deserve better bitches	0
13327	niggas excited bitches weird boys	1
13328	niggas fall love evil bitch turn back friends cool tho	1
13329	niggas get pussy friend zone	1
13330	niggas go crazy bitches days 128541 like calm yo happy ass	1
13331	niggas gossip like hoes man aint wid shit	1
13332	niggas hate cuz know im threat amp bitches	1
13333	niggas bitches	1
13334	niggas hoes onhere real life	1
13335	niggas pure suckas got problem ya mans address shit discuss amp squash bitches hold grudges	1
13336	niggas straight hoes bruh ima stop fuckin em	1
13337	niggas killin niggas grew ampamp bitches fuckin niggas homegirl inlove	1
13338	niggas needa stop wearing mk thats bitches lol	1
13339	niggas get fucked weekends get fucked daily bitch still bigger level	1
13340	niggas put wigs act like bitches retweets 128530that shit fu	1
13341	niggas really dickin hoes ona gram thats reason got big head	1
13342	niggas retarded lol	1
13343	niggas see wit da yellow dey wan na hit 128530	1
13344	niggas sleepin bitches grandmas lmfao maury fake af	0
13345	niggas sooooo pussy swear dont talk im action	1
13346	niggas spend 500 look good bitch wouldnt even buy 99 cent burger	1
13347	niggas swear dont trust hoes fucking raw 128528128514smh	1
13348	niggas talk bitches days	1
13350	niggas talking bout hoes aint loyal 6 different barbers	1
13351	niggas eat mussels eat pussy str888 facts	1
13352	niggas trash af	1
13353	niggas wear wigs bitches days	0
13354	niggas stand line jays mad ehh fuck pull hoes nd stunt without em	1
13355	niggas talk pussy get least rt francoiskilljoy 202sole quanb24 baltsneakershow shine box glittery pussy	1
13356	niggas wifing hoes amp ugly bitches 128514128514128514128514 get facebook remind im fine	1
13357	niggas call female hoe thot 10 mins later go httptcotxw4uj7faz thirst porn star	1
13358	niggas bitch tendencies	1
13359	niggas wonder bitches fucc nigga shit cuz niggas another bitch shit 128175	1
13360	niggasbitches cheat cause mfs always think gettin played	0
13361	niggaz making trash lately well everybody lol	1
13362	niggaz irrational daysquick jump bad bout bitch	1
13363	niggaz retweet bitch ass niggaz wont retweet real nigga	1
13364	night bitches 9996	1
13365	night niggers	1
13366	nike dc trash	2
13367	nikki minaj proof natural better minimal best yall hoes overdoing	1
13368	nikko gay bitch	1
13369	nile rt josephbananas im really sad dont enough friends ever called pack niggers thats fuckin dream	1
13370	nino brown oh das rt erikacarissa nino brown yall hoes	1
13371	nippin clarke motel bitchesthey get free pizza every day dont tip shit also never give us business game	1
13372	nipple banana monkey	2
13373	dont love hoes fuck niggas fuckem	1
13374	bitch dont anything hide dont like people looking phone	1
13375	bitch slut rt itsbeebitch__ vianawf chill	1
13376	cuz redskins dumpster juice rt trackinblackkev game week still best rivalry sports	2
13377	face trace pussy boys snatch	1
13378	fucks given nfl draft baseball season bitch	1
13379	girls hoes	2
13380	halfbreed spic right say anything anglo ever killed	0
13381	hoe shit tho bout say perro got butt naked bitches dishes	1
13382	dont pussy sample	1
13383	less 3 bad bitches bed time	1
13384	matter hard try rude mfs keep talking like bitch know	1
13385	snapchat selfies instagram selfies nothing bad bitch week man going 128546128299	1
13386	hoes n oz	1
13387	speculation mock drafts finally draft day bortleskombat stormwarning builtbyucf chargeon	2
13388	need tweet bitches know status	1
13389	nigga leave chick good pussy unless paper chasin	1
13390	officer wasnt drunk driving swerving hoes	1
13391	one take woman take hoe	1
13392	one goes psychiatry help people people immoral everyone works field pure trash	0
13393	one even eaten twinkie like decades	2
13394	one understands much pisses people use word retard	1
13395	police department hires gypsies halfbreeds nigglets trusted	0
13396	saving hoes	1
13397	sex bitch want neck bitch	1
13398	skimp shit bitch	1
13399	sleep sleep pussies	1
13400	summer school 128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515 eat dick school im done bitch ass	1
13401	thanks lady look like got white trash train id rather catch disease kthxbai	1
13402	whites pies well negro pies	0
13403	bitch cee_murda94 yell steps tell dont eat damn chicken128514128514 tf	1
13404	little hood bitch try take task joking niece lesbian ch gt_gt	1
13405	time bitch niggas	1
13406	time chasing someone like turning wine coolers look like bitch really think lol	1
13407	way u niggers employees month	1
13408	wealth doesnt insulate called nigger still improve empirical quality life outcomes phenomenally dwight_dale	1
13409	wonder ppl call niggas amp thugs able convince hoes false ideas men like intellectual dress	1
13410	dog like needs bitches aint ever gon na get bitches 128530128548	1
13411	wrong try change faggotsgt therapy tcot understand sympathize like retardsgt	0
13412	shes gon na sit tf amp text hoes shes gon na care youre	1
13413	noap taking rt tiffncompany maca root pills making vagina wop	2
13414	nobody cares fucking fag damn bring bitches water even though youre thirsty fuck 128514128514128514 fucknigga	1
13415	nobody ever got famous whiny bitch either change things make unhappy whining turdfarmer	1
13416	nobody gives trophy cause im old colored favstartweets160	2
13417	nobody going say anything unloyal sterlings side bitch	1
13418	nobody planet earth protective bull dykes	1
13419	nobody ever sex dirty dick pussy says lot fuck em knowing smell like chitlings	1
13420	nobody wit im alone shit dont think im actin funny im zone bitch	1
13421	none bitches stay	1
13422	none us went prestigious establishments clearly superior fucking retards	0
13423	nooo sailor moon squad club w bitches lookin good	1
13424	nope yellow otl	2
13425	norbit mad bitch lmfaooooooo 128514128514	1
13426	norwalk ghetto af lol sudden everyone dodger raider fan	2
13427	nose goes taking trash time 128586 caitnicole3 cici_phi	2
13428	us bitches 128514128514128514128514128514	1
13429	1 bit courtesy bainbridge isl ferry riders fuck em next time think gon na break paybacks bitch	1
13430	females constantly tweet boyfriends wish death ones tired bitch	1
13431	straight men frustrated unlike okcupid queer folks don8217t ability block httptcohbf2xza0ke	0
13432	cloud sight pretty ho work iwanttoplay	1
13433	fan guess im minorityrt kfromtheg beyonc233 ratchet ass trash rt vagitarian__ youre anti christ kfromtheg	1
13434	neanudda bitch constantine_d_	1
13435	word jihadi stream kurdish female suicide bomber kobane story undermines mythology several levels	2
13436	play games bitch	1
13437	allowed play flappy bird around grandma swears stop swearing lol	2
13438	associate ya nicca	1
13439	eating pussy unamerican	1
13440	even 20 ive already smoked 2 countries bitch fuck want	1
13441	even sweating hoes 128524128588	1
13442	every girl likes sweet ass emoji ass nigguh girls like sexy af ass nigguh	1
13443	finna play bitches lmao	1
13444	going put red equals sign facebook im faggot im marriage equality prop8	1
13445	exist contribute contribute things enjoy often queer person behind products	1
13446	fault yo bitch wan na flip	1
13447	one bitch texting right 3000 followers 22 inch rims 60 inch tv straight ass teeth 0 text messages ima kill	1
13448	protected state utah fear queer couples forcing churches marry legally	1
13449	really sure describe whats happening eurotrash mguiducci nickbrown85 vip room httptcowts6nm3egc	2
13450	sure teabaggers would care nelson mandela hes one know mean teaparty tcot	2
13451	sure someone would put pictures escort website aint selling pussy	1
13452	plan dying soon im totally going write kenobi sole heir hes thing locally 94 trust	2
13453	type take slow turn good girl hoe spookyblack	1
13454	call bitch gone hate bitches	1
13455	sound like total bitch im tired peoples kids back school pics128530 aint post pics back college day	1
13456	trash plain fuck 225 come elephant print 3	1
13457	true rt _kimchanel_ every man hoes bye	1
13458	trying follow spooks offense	0
13459	ya grandma brownies wink wink httptcopzpi8ruq4f	2
13460	note rocketeer removes cardboard launcher carries trash bin fleeing tidyterrorist httptcosb3u1xpeg4	2
13461	note khorasan old arabic name parts iran afghanistan invention modern jihadis justsayin	2
13462	nothing good tv yankees eating balls 3 innings great	2
13463	nothing spicy 1 stop fucking bitch 2 eat 3 cry fucking pussy	1
13464	nothing yokel msu fan constantly reassess izzo aka consistent winner since daugherty biggie flipping munn	2
13465	nothing says teabagger like millionaire complaining broke huh hillaryclinton hillary2016 give break lol p2	2
13466	nothing worse baby bitch pussy go fly kite	1
13467	notice didnt tweet bytches bytch different bitch logic werks	1
13468	notice dont make music niggas dont get pussydrake lordknows	1
13469	seeing chatter among jihadi fans taking credit alledged kidnapping frenchman algeria france	2
13470	could say name butttttt ya bitch already knows 127926	1
13471	dont even want anything son bitch	1
13472	seperate niggas dont trust niggas aint starve wit bitches didnt fuc	1
13473	im gook boy shawty httptcolaaahstyeb	2
13474	im listening lil spook getting good kinda sad imma single fall know youll getting annoyed tl aye	2
13475	unfollowing lol 8220rikababey pussy turned lately wont fucking time soon forever dry8221	1
13476	days niqqas would rather real wit niqqa bitch wan na fuck wit rather day one niqqa smfh generation fallin	1
13477	days hoes twerkin new weave	1
13478	neighborhood nigga like aint supposed get pussy like	1
13479	hoes bout post saints lost im still cute pics gram 128514128514128514	1
13480	da heat fans bacc yall niccas kill aint tweeted shit damn game	1
13481	dont hate ol lyin ass hoes smilin ya face wearin best friends clothes	1
13482	infuriated jihadis putting murder requests saudi fighter pilots participated bombings syria isis	2
13483	side bitch main bitch bc main hoe aint feeling mo mo	1
13484	side bitch main bitch cause main bitch aint feelin moe	1
13485	niccas wont haircuts	1
13486	put ya ass dicc let know baddest lit bitch	1
13487	nicki minaj said fuck skinny bitches watch fat bitches come outta time play	1
13488	thats let beat build bitch thats ish rt imsosouthern706 hit kill switch	1
13489	bitch tryin vids gurl sit cho ass	1
13490	cheating bitch yall defense sad fuck rt rickey0511 cheat	1
13491	new bitch acting dumb tryna correct every word	1
13492	put pussy vivian bet playing 128514128557128527	1
13493	youre drinking till youre unconscious feel get fine bitch	1
13494	jihadi networks waking amp claiming raqqa radio 8220confirmed8221 two planes shot amp 1 pilot captured isis syria	2
13495	nower days defenition bad bitch good pussy	1
13496	nuggas obsessed homies like cant bag bitches	1
13497	nuh uh rt misssneed still counts rt eavuschrist i8217m hoe twitter bae	1
13498	nuke town pussy	1
13499	nyomi banxxx skin diamond last good ebony porn bitches	1
13500	og old faced hunnids young hoe	1
13501	ogs love see yung nicca come	1
13502	oh morningmika saying democrats lost teabagger vote lmao bobble head morningjoe	2
13503	ohhgt whine whine whine says faggot ass steroid cream forgiving giantsgt busterposey takin shot barrybonds	1
13504	okc nigguh	1
13505	omg im high bitch 128514	1
13506	omg frannyhilison pattiemallette ugly faggot bad mother kill like robin williams	0
13507	omg rt master_bay yall ever met dyke didnt kid	1
13508	omg rt beigegawdd nothing life made softer fuck nigger dick	1
13509	omg rt shuggajets 8220iaintasiantho yo side bitch find gift bought ya girl httptcoinzezv9a1n8221 lmfaoooooooo	1
13510	omg bitch tico wont stfu already	1
13511	omggt throwing beer bottles street yelling drunk homeless people stop harassing trannies game6 torturebaseball	1
13512	omggggg nigga said jerry black bitch	1
13513	sight rt michydoe bitch bet see streets coreywhitejr3 trash ass nigga	1
13514	ot nicca word nigga played jesus	1
13515	obama mocked special olympics wendy davis mocks handicapped ya see pattern democrats tcot uniteblue	2
13516	obama8217s newly released gitmo jihadi links terrorists syria httptcomywaafd1yb tcot pjnet	2
13517	obama8217s faves muslims black ghetto trash httptcoqtfjraijwn via orldnetdaily	0
13518	obamas hellfire missiles tend vaporize jihadis bemetor8 puremonotheist uniteblue	2
13519	ocean drive 127754 gave pill think justmoody_ met pussy ocean drive8221	1
13520	och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden	2
13521	lazy bitches laziest today noregrets	1
13522	course faith baseball year barrybonds goddamn retards morons	0
13523	course means fajita time rt corporatebarbie im flat ironing oh bitch aint never leaving	1
13524	lot dope bitch high af	1
13525	offensive line trash	2
13526	offensively joe johnson good lebron better dont pussies	1
13527	officials jihadi cockroaches booking tickets cruise ships syria httptcohwkfme75kx httptcorltlvygptl	2
13528	oh soni99a_ hope dre falls dickhole first pussy	1
13529	oh forgot lived ghettohoodrats	2
13530	oh im back 2nd vap dont fuck one bitches httptcof0tpxsupkx	1
13531	oh im nasty smoking cigarettes youre nasty washing behind ears everyday stupid little bitch	1
13532	oh yahweh hand upon shadow hovers mefor sake house ysrahal mock day long httptcowxes0dqrp9	2
13533	oh bitch lurkin well bitch im twerkin 128514128588	1
13534	oh hell yeah lol rt sedsince81 vonshayeb know nicca injury prone	1
13535	oh multiple dna ol girl man ran train hoe 128514128514128514	1
13536	oh coon bike week charlotte ok makes sense	2
13537	oh look cutler didnt step throw threw int nice flat footed throw cunt	1
13538	oh man could serious first ever chanel bag contender rt evachen212 grapecolored chanel bags httptcoq8shjifv	2
13539	oh god oh god im going bitch mob party today oh god	1
13540	oh god bitch walked past legit smelled like fish market tfeh tfeh tfeh128562	1
13541	oh oreo baked chocolate chip cookie surprise	2
13542	oh nah bitch work much even think lol	1
13543	oh didnt 128129 8220nobeeetch watch yo mouth bitch badmatatan one bitch two dogs httptcotb06nygmcv8221	1
13544	oh tht hoe ode fake	1
13545	oh 8220thachicagobull friday night night bitches cheat8221	1
13546	oh please youre pussy	1
13547	oh rt soarie1017 vianawf respect bitches spiteful come children	1
13548	oh shit still light ive bitch long 128565	1
13549	oh shit 128557128128 rt imdatnigga_jack 8220sherman_king dallas trash8221 hairline trash	1
13550	oh snap im realizing skinny tranny jared leto hes wo unrecognizable weight loss geez	2
13551	oh bc didnt cover u bitches wan na talk shit	1
13552	oh well lil stupid ass bitch dont fuck youuuuuu rt holdmypursegirl idfwu bitter ass song fuck niggas like	1
13553	oh yeah especially winston niccas lmao rt lolahas_arrived vonshayeb spacejam_teeg think wont lol 336 niggas	1
13554	oh got new bitch think got new bitch	1
13555	oh one stuck bitches 128514	1
13556	oh want pho well saimigi ghetto pho eat shit since im broke128564128514	1
